NE,90,415, 353+AC0-6870,0,0,0,145.5,92,24.74,217.7,114,18.5,146.9,123,6.61,10.9,2,2.94,3,0
CA,75,408, 355+AC0-2909,0,0,0,166.3,125,28.27,158.2,86,13.45,256.7,80,11.55,6.1,5,1.65,1,0
NJ,78,415, 390+AC0-6101,0,0,0,231,115,39.27,230.4,140,19.58,261.4,120,11.76,9.5,3,2.57,1,0
TX,82,408, 400+AC0-3446,0,0,0,200.3,96,34.05,201.2,102,17.1,206.1,60,9.27,7.1,1,1.92,4,0
AR,163,408, 411+AC0-5859,0,0,0,197,109,33.49,202.6,128,17.22,206.4,80,9.29,9.1,10,2.46,1,0
AL,91,510, 387+AC0-2919,1,0,0,129.9,112,22.08,173.3,83,14.73,247.2,130,11.12,11.2,3,3.02,3,0
NY,75,415, 374+AC0-8525,0,1,21,175.8,97,29.89,217.5,106,18.49,237.5,134,10.69,5.3,4,1.43,5,0
FL,91,510, 379+AC0-5592,0,0,0,203.1,106,34.53,210.1,113,17.86,195.6,129,8.8,12,3,3.24,3,0
AK,127,510, 345+AC0-8237,0,1,36,183.2,117,31.14,126.8,76,10.78,263.3,71,11.85,11.2,8,3.02,1,0
NV,113,415, 422+AC0-6690,0,1,23,205,101,34.85,152,60,12.92,158.6,59,7.14,10.2,5,2.75,2,0
DE,110,510, 346+AC0-2359,0,0,0,148.5,115,25.25,276.4,84,23.49,193.6,112,8.71,12.4,3,3.35,1,0
MD,120,415, 374+AC0-3534,0,1,39,200.3,68,34.05,220.4,97,18.73,253.8,116,11.42,10.5,4,2.84,0,0
MI,157,415, 381+AC0-4756,0,1,28,192.6,107,32.74,195.5,74,16.62,109.7,139,4.94,6.8,5,1.84,3,0
VT,103,510, 390+AC0-2805,0,0,0,246.5,47,41.91,195.5,84,16.62,200.5,96,9.02,11.7,4,3.16,1,0
VT,117,408, 390+AC0-2390,1,0,0,167.1,86,28.41,177.5,87,15.09,249.4,132,11.22,14.1,7,3.81,2,1
MI,140,415, 419+AC0-9097,0,0,0,231.9,101,39.42,160.1,94,13.61,110.4,98,4.97,14.3,6,3.86,3,0
WA,127,408, 386+AC0-7281,0,0,0,146.7,91,24.94,203.5,78,17.3,203.4,110,9.15,13.7,3,3.7,1,0
UT,83,408, 380+AC0-3561,1,0,0,271.5,87,46.16,216.3,126,18.39,121.1,105,5.45,11.7,4,3.16,1,0
LA,121,408, 390+AC0-8760,0,0,0,181.5,121,30.86,218.4,98,18.56,161.6,103,7.27,8.5,5,2.3,1,0
RI,145,408, 366+AC0-6730,0,1,43,257.7,97,43.81,162.1,95,13.78,286.9,86,12.91,11.1,4,3,2,0
IA,113,408, 395+AC0-5285,0,0,0,193.8,99,32.95,221.4,125,18.82,172.3,67,7.75,10.6,6,2.86,1,0
NE,117,415, 354+AC0-3436,0,0,0,102.8,119,17.48,206.7,91,17.57,299,105,13.46,10.1,7,2.73,1,0
OH,65,408, 336+AC0-7600,0,0,0,187.9,116,31.94,157.6,117,13.4,227.3,86,10.23,7.5,6,2.03,1,0
RI,56,415, 383+AC0-6293,0,0,0,226,112,38.42,248.5,118,21.12,140.5,142,6.32,6.9,11,1.86,1,0
OK,96,415, 362+AC0-4596,0,0,0,260.4,115,44.27,146,46,12.41,269.5,87,12.13,11.5,4,3.11,5,0
LA,151,408, 401+AC0-3926,0,0,0,178.7,116,30.38,292.1,138,24.83,265.9,101,11.97,9.8,4,2.65,0,0
OH,83,415, 370+AC0-9116,0,0,0,337.4,120,57.36,227.4,116,19.33,153.9,114,6.93,15.8,7,4.27,0,1
VA,139,510, 328+AC0-6289,0,1,23,157.6,129,26.79,247,96,21,259.2,112,11.66,13.7,2,3.7,0,0
MO,6,510, 350+AC0-9994,0,0,0,183.6,117,31.21,256.7,72,21.82,178.6,79,8.04,10.2,2,2.75,1,0
FL,115,510, 351+AC0-4616,0,1,24,142.1,124,24.16,183.4,129,15.59,164.8,114,7.42,9.6,4,2.59,1,0
SC,87,415, 360+AC0-5779,0,0,0,136.3,97,23.17,172.2,108,14.64,137.5,101,6.19,7.1,5,1.92,0,0
VA,141,415, 417+AC0-4885,0,0,0,217.1,110,36.91,241.5,111,20.53,253.5,103,11.41,12,6,3.24,0,0
IA,141,510, 406+AC0-4710,0,1,36,187.5,99,31.88,241.4,116,20.52,229.5,105,10.33,10.5,5,2.84,3,0
MI,62,415, 409+AC0-8743,0,0,0,98.9,103,16.81,135.4,122,11.51,236.6,82,10.65,12.2,1,3.29,1,0
OK,146,415, 335+AC0-4584,0,0,0,206.3,151,35.07,148.6,89,12.63,167.2,91,7.52,6.1,3,1.65,1,0
DE,92,415, 361+AC0-9845,0,1,33,243.1,92,41.33,213.8,92,18.17,228.7,104,10.29,12.1,2,3.27,2,0
GA,185,510, 366+AC0-5699,0,1,31,189.8,126,32.27,163.3,133,13.88,264.8,126,11.92,7.5,3,2.03,1,0
DC,148,415, 329+AC0-9364,0,0,0,202,102,34.34,243.2,128,20.67,261.3,90,11.76,10.9,3,2.94,1,0
AZ,94,408, 390+AC0-7434,0,1,38,170.1,124,28.92,193.3,116,16.43,105.9,73,4.77,12.8,4,3.46,1,0
AL,32,510, 404+AC0-9680,0,0,0,230.9,87,39.25,187.4,90,15.93,154,53,6.93,6.3,2,1.7,0,0
CO,68,408, 338+AC0-9398,0,0,0,237.1,105,40.31,223.5,105,19,97.4,79,4.38,13.2,2,3.56,1,0
NH,64,408, 394+AC0-2445,0,1,27,182.1,91,30.96,169.7,98,14.42,164.7,86,7.41,10.6,5,2.86,2,0
NM,25,415, 381+AC0-2709,0,0,0,119.3,87,20.28,211.5,101,17.98,268.9,86,12.1,10.5,4,2.84,3,0
OR,65,415, 397+AC0-5060,0,0,0,116.8,87,19.86,178.9,93,15.21,182.4,150,8.21,14.1,2,3.81,1,0
LA,179,408, 415+AC0-2393,0,0,0,219.2,92,37.26,149.4,125,12.7,244.7,104,11.01,6.1,5,1.65,0,0
NE,94,415, 377+AC0-1765,0,0,0,252.6,104,42.94,169,125,14.37,170.9,106,7.69,11.1,7,3,2,0
MN,62,415, 409+AC0-2111,0,0,0,147.1,91,25.01,190.4,107,16.18,195.2,115,8.78,12.2,3,3.29,0,0
MI,127,415, 401+AC0-3170,0,0,0,202.1,103,34.36,229.4,86,19.5,195.2,113,8.78,11.5,3,3.11,2,0
AR,116,408, 405+AC0-5681,0,0,0,173.5,93,29.5,194.1,76,16.5,208,112,9.36,16.2,10,4.37,3,0
KS,70,408, 411+AC0-4582,0,0,0,232.1,122,39.46,292.3,112,24.85,201.2,112,9.05,0,0,0,3,0
WV,94,510, 355+AC0-5009,1,1,23,197.1,125,33.51,214.5,136,18.23,282.2,103,12.7,9.5,5,2.57,4,0
AK,126,415, 372+AC0-3750,0,0,0,58.2,94,9.89,138.7,118,11.79,136.8,91,6.16,11.9,1,3.21,5,1
NY,67,408, 405+AC0-2888,0,1,36,115.6,111,19.65,237.7,94,20.2,169.9,103,7.65,9.9,12,2.67,2,0
NH,19,408, 361+AC0-3337,0,0,0,186.1,98,31.64,254.3,57,21.62,214,127,9.63,14.6,7,3.94,2,0
VA,170,510, 350+AC0-1639,1,0,0,259.9,68,44.18,245,122,20.83,134.4,121,6.05,8.4,3,2.27,3,0
NM,73,415, 333+AC0-3221,0,0,0,214.3,145,36.43,268.5,135,22.82,241.2,92,10.85,10.8,13,2.92,1,0
NY,106,408, 422+AC0-1471,0,0,0,158.7,74,26.98,64.3,139,5.47,198.5,103,8.93,10.2,4,2.75,1,0
AZ,93,415, 399+AC0-7865,0,0,0,271.6,71,46.17,229.4,108,19.5,77.3,121,3.48,10.9,3,2.94,2,0
WY,164,510, 373+AC0-4819,0,0,0,160.6,111,27.3,163.2,126,13.87,187.1,112,8.42,9,3,2.43,1,0
WA,51,408, 338+AC0-6981,0,0,0,232.4,109,39.51,187.4,95,15.93,231.2,107,10.4,9.1,3,2.46,1,0
CO,107,415, 418+AC0-4365,0,0,0,133.8,85,22.75,180.5,94,15.34,112.2,115,5.05,8.9,4,2.4,0,0
TX,130,415, 359+AC0-5461,0,0,0,176.9,109,30.07,90.7,104,7.71,238,69,10.71,9.5,2,2.57,1,0
KY,80,408, 375+AC0-3586,0,0,0,209.9,74,35.68,195.1,77,16.58,208.2,119,9.37,8.8,4,2.38,2,0
MT,94,415, 407+AC0-8376,0,0,0,137.5,118,23.38,203.2,88,17.27,150,131,6.75,13.4,2,3.62,0,0
OK,118,408, 408+AC0-6496,0,1,23,289.5,52,49.22,166.6,111,14.16,119.1,88,5.36,9.5,4,2.57,1,0
MD,117,415, 385+AC0-7688,0,1,23,198.1,86,33.68,177,86,15.05,180.5,92,8.12,6.8,6,1.84,1,0
TN,78,415, 332+AC0-6934,0,0,0,149.7,119,25.45,182.2,115,15.49,261.5,126,11.77,9.7,8,2.62,0,0
TX,208,510, 378+AC0-3625,0,0,0,326.5,67,55.51,176.3,113,14.99,181.7,102,8.18,10.7,6,2.89,2,1
ME,131,510, 353+AC0-7292,1,1,26,292.9,101,49.79,199.7,97,16.97,255.3,127,11.49,13.8,7,3.73,4,1
DC,63,408, 399+AC0-6786,0,0,0,83,64,14.11,177,106,15.05,245.7,89,11.06,13,3,3.51,0,0
MN,53,415, 358+AC0-3261,0,1,24,145.7,146,24.77,220.5,136,18.74,249.9,96,11.25,13.1,5,3.54,3,0
DE,62,408, 377+AC0-9932,0,0,0,182.3,101,30.99,328.2,93,27.9,245,131,11.03,11.2,1,3.02,2,0
MD,97,415, 397+AC0-4030,0,0,0,218,86,37.06,184,94,15.64,240.5,110,10.82,6.4,8,1.73,3,0
MI,105,510, 367+AC0-1062,0,0,0,140.6,109,23.9,178.6,51,15.18,217,83,9.76,6.8,3,1.84,2,0
WA,157,415, 341+AC0-8467,0,0,0,152.7,105,25.96,257.5,80,21.89,198.1,93,8.91,9.4,4,2.54,1,0
MO,66,415, 339+AC0-9453,0,1,36,106.7,76,18.14,209.8,77,17.83,190.4,117,8.57,12.1,2,3.27,1,0
IN,122,415, 344+AC0-3388,0,0,0,243.8,98,41.45,83.9,72,7.13,179.8,84,8.09,13.7,8,3.7,2,0
OR,38,415, 375+AC0-8013,0,0,0,194.4,94,33.05,186.7,95,15.87,223.3,90,10.05,10.8,5,2.92,3,0
MD,106,510, 408+AC0-4142,0,0,0,213.9,95,36.36,151.9,70,12.91,260.1,124,11.7,12.2,5,3.29,3,0
RI,99,510, 386+AC0-3671,0,0,0,217.2,112,36.92,246.7,89,20.97,226.1,89,10.17,15.8,7,4.27,3,0
LA,99,415, 411+AC0-2284,0,0,0,241.1,72,40.99,155.6,98,13.23,188.2,109,8.47,11.6,10,3.13,1,0
